0,1,5
0,318,5
0,115713,5
0,54272,5
0,1021,5
0,364,5
0,260,5
0,27922,5
0,1732,5
0,1029,3
0,3671,4.5
0,3753,3.5
0,1250,1
0,2396,2
0,2174,0
0,3269,4.5
0,6565,5
0,4701,0
0,1552,5
0,2065,2.5
0,2324,5
0,2413,1.5
